group_name,team_abbreviation,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank
G. Dieng - C. Barber - S. Mays,ATL,2,0,2,0.0,1.8,2.0,3.0,0.667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,1.0,0.5,0.0,0.0,0.5,0.0,5.0,0.5,311,490,358,490,537,422,521,38,289,503,1,497,502,497,451,518,549,403,257,330,361,1,118,541,484,249
G. Dieng - S. Hill - B. Bogdanovic,ATL,1,0,1,0.0,1.8,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,408,490,144,490,541,422,521,38,289,417,99,497,502,497,451,518,549,457,1,450,361,1,178,541,484,199
L. Stephenson - C. Oliver - T. Young,ATL,2,1,1,0.5,1.8,2.0,3.5,0.571,1.0,1.5,0.667,0.0,0.0,0.0,0.0,1.5,1.5,2.0,0.0,0.5,0.0,0.0,0.0,0.0,5.0,2.0,311,257,144,240,538,422,505,96,289,482,60,497,502,497,451,500,534,304,1,330,361,1,1,541,484,134
L. Stephenson - T. Young - C. Brown Jr.,ATL,2,1,1,0.5,1.8,2.0,3.5,0.571,1.0,1.5,0.667,0.0,0.0,0.0,0.0,1.5,1.5,2.0,0.0,0.5,0.0,0.0,0.0,0.0,5.0,2.0,311,257,144,240,538,422,505,96,289,482,60,497,502,497,451,500,534,304,1,330,361,1,1,541,484,134
T. Luwawu-Cabarrot - C. Reddish - S. Cooper,ATL,2,2,0,1.0,1.8,1.5,2.5,0.6,0.5,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,2.0,0.0,3.5,-3.0,311,197,1,1,535,496,559,68,478,503,99,497,502,497,451,518,549,457,257,330,361,1,368,541,534,541
B. Bogdanovic - C. Barber - S. Mays,ATL,1,0,1,0.0,1.7,1.0,3.0,0.333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,-4.0,408,490,144,490,551,522,521,502,289,503,1,497,502,497,451,614,618,457,1,450,361,1,178,541,537,584
C. Capela - K. Knox II - D. Hunter,ATL,2,2,0,1.0,1.7,0.0,0.5,0.0,0.0,0.5,0.0,2.5,2.5,1.0,0.0,2.5,2.5,0.0,2.0,0.5,0.0,0.0,0.0,1.0,2.5,0.5,311,197,1,1,544,598,639,598,530,601,530,208,258,1,451,380,446,563,488,330,361,1,1,399,554,249
D. Gallinari - C. Capela - S. Mays,ATL,1,0,1,0.0,1.7,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-6.0,408,490,144,490,553,522,474,561,530,417,530,497,502,497,80,614,471,457,1,450,361,1,1,541,562,618
D. Gallinari - G. Dieng - D. Hunter,ATL,2,1,1,0.5,1.7,1.5,2.5,0.6,0.5,1.0,0.5,2.0,2.0,1.0,0.5,1.0,1.5,1.0,0.5,0.0,0.0,0.0,1.5,1.0,5.5,2.5,311,257,144,240,545,496,559,68,478,503,99,244,304,1,379,518,534,457,163,450,361,1,312,399,470,119
D. Wright - C. Reddish - D. Hunter,ATL,3,1,2,0.333,1.7,2.0,3.3,0.6,1.0,1.7,0.6,0.3,0.3,1.0,0.0,1.0,1.0,1.3,0.3,0.0,0.0,0.0,0.0,0.7,5.3,0.3,249,257,358,405,543,422,514,68,289,475,74,488,496,1,451,518,549,433,147,450,361,1,1,489,482,269
G. Dieng - W. Iwundu - J. Johnson,ATL,1,1,0,1.0,1.7,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,-2.0,408,257,1,1,547,598,567,598,530,503,530,244,304,1,451,518,549,563,257,450,361,1,368,399,562,465
L. Stephenson - C. Barber - S. Mays,ATL,1,0,1,0.0,1.7,1.0,3.0,0.333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,-4.0,408,490,144,490,551,522,521,502,289,503,1,497,502,497,451,614,618,457,1,450,361,1,178,541,537,584
L. Stephenson - T. Young - M. Hill,ATL,1,0,1,0.0,1.7,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,408,490,144,490,549,422,521,38,289,417,99,497,502,497,451,518,549,304,1,450,361,1,1,541,484,199
L. Stephenson - W. Iwundu - J. Johnson,ATL,1,1,0,1.0,1.7,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,-2.0,408,257,1,1,547,598,567,598,530,503,530,244,304,1,451,518,549,563,257,450,361,1,368,399,562,465
L. Williams - D. Gallinari - D. Hunter,ATL,6,4,2,0.667,1.7,0.7,3.2,0.211,0.3,1.3,0.25,0.5,0.5,1.0,0.2,1.7,1.8,0.5,0.5,0.2,0.0,0.3,1.0,1.0,2.2,-0.3,171,142,358,160,546,580,519,580,518,496,475,479,487,1,448,490,527,537,163,446,361,328,178,399,561,352
T. Luwawu-Cabarrot - J. Collins - D. Hunter,ATL,2,1,1,0.5,1.7,1.0,3.5,0.286,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.5,0.0,0.5,3.0,-2.0,311,257,144,240,550,522,505,544,289,417,99,497,502,497,451,601,606,537,1,450,361,587,1,505,537,465
C. Capela - K. Knox II - T. Young,ATL,2,2,0,1.0,1.6,0.0,0.5,0.0,0.0,0.5,0.0,2.5,2.5,1.0,0.0,2.5,2.5,0.0,2.0,0.5,0.0,0.0,0.0,1.0,2.5,0.5,311,197,1,1,555,598,639,598,530,601,530,208,258,1,451,380,446,563,488,330,361,1,1,399,554,249
K. Knox II - T. Young - D. Hunter,ATL,3,3,0,1.0,1.6,0.3,1.3,0.25,0.0,1.0,0.0,1.7,1.7,1.0,0.3,1.7,2.0,0.0,1.7,0.3,0.0,0.3,0.3,0.7,2.3,-0.3,249,162,1,1,557,596,613,561,530,503,530,328,378,1,419,490,471,563,452,403,361,328,110,489,559,352
L. Stephenson - W. Iwundu - C. Oliver,ATL,2,1,1,0.5,1.6,1.5,1.5,1.0,0.5,0.5,1.0,1.5,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.5,5.0,1.0,311,257,144,240,556,496,611,1,478,601,1,346,202,461,451,614,618,563,1,330,361,1,118,347,484,199
S. Hill - D. Wright - T. Young,ATL,2,1,1,0.5,1.6,1.0,2.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,1.5,2.5,-1.5,311,257,144,240,554,522,567,169,478,601,1,497,502,497,451,518,549,537,163,450,212,385,118,347,554,441
D. Gallinari - B. Bogdanovic - T. Luwawu-Cabarrot,ATL,3,1,2,0.333,1.5,1.3,2.7,0.5,0.7,1.0,0.667,0.7,1.0,0.667,0.0,1.7,1.7,1.0,0.3,1.0,0.0,0.0,0.7,1.0,4.0,1.0,249,257,358,405,564,513,556,169,462,503,60,462,428,422,451,490,531,457,147,119,361,1,152,399,519,199
D. Wright - O. Okongwu - J. Johnson,ATL,2,1,1,0.5,1.5,0.5,3.5,0.143,0.0,1.5,0.0,1.0,1.0,1.0,1.0,2.5,3.5,0.5,1.0,0.0,0.5,0.5,0.0,0.5,2.0,1.0,311,257,144,240,565,586,505,593,530,482,530,402,428,1,239,380,334,537,257,450,212,385,1,505,562,199
L. Stephenson - C. Capela - D. Wright,ATL,1,0,1,0.0,1.5,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,4.0,408,490,144,490,561,422,567,1,127,417,1,497,502,497,451,518,549,563,257,450,82,1,178,541,436,76
L. Williams - C. Capela - B. Bogdanovic,ATL,3,0,3,0.0,1.5,1.7,2.7,0.625,0.7,1.7,0.4,0.7,0.7,1.0,0.0,2.0,2.0,1.7,0.7,0.0,0.7,0.0,0.3,0.3,4.7,1.7,249,490,442,490,558,490,556,58,462,475,228,462,475,1,451,409,471,387,204,450,173,1,110,528,508,165
L. Williams - K. Huerter - D. Hunter,ATL,4,1,3,0.25,1.5,1.8,3.8,0.467,0.8,1.3,0.6,0.5,0.5,1.0,0.5,0.8,1.3,1.0,0.0,0.5,0.0,0.0,0.5,0.3,4.8,1.3,213,257,442,456,563,486,502,277,453,499,74,479,487,1,379,598,546,457,1,330,361,1,118,534,506,186
S. Hill - B. Bogdanovic - C. Reddish,ATL,2,1,1,0.5,1.5,0.5,3.0,0.167,0.5,1.5,0.333,0.0,0.0,0.0,0.5,1.5,2.0,0.5,1.5,0.0,0.0,1.0,0.5,0.5,1.5,-2.5,311,257,144,240,559,586,521,590,478,482,368,497,502,497,379,500,471,537,410,450,361,500,118,505,600,522
S. Hill - B. Bogdanovic - D. Wright,ATL,1,0,1,0.0,1.5,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,-2.0,408,490,144,490,560,522,521,502,289,417,99,497,502,497,451,518,549,457,257,450,361,500,1,541,537,465
S. Hill - J. Collins - C. Reddish,ATL,1,0,1,0.0,1.5,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,-1.0,408,490,144,490,562,522,521,502,530,503,530,497,502,497,451,518,549,563,1,450,361,500,368,541,562,386
D. Wright - K. Knox II - J. Johnson,ATL,1,1,0,1.0,1.4,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,408,257,1,1,569,598,418,598,530,417,530,497,502,497,80,518,370,563,1,450,82,500,1,541,608,465
K. Knox II - O. Okongwu - J. Johnson,ATL,1,1,0,1.0,1.4,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,408,257,1,1,569,598,418,598,530,417,530,497,502,497,80,518,370,563,1,450,82,500,1,541,608,465
K. Knox II - O. Okongwu - S. Mays,ATL,1,1,0,1.0,1.4,1.0,4.0,0.25,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,408,257,1,1,567,522,474,561,289,308,368,497,502,497,239,296,292,457,1,450,361,1,178,541,537,93
L. Williams - D. Wright - J. Johnson,ATL,1,1,0,1.0,1.4,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,408,257,1,1,569,598,418,598,530,417,530,497,502,497,80,518,370,563,1,450,82,500,1,541,608,465
L. Williams - K. Knox II - J. Johnson,ATL,1,1,0,1.0,1.4,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,408,257,1,1,569,598,418,598,530,417,530,497,502,497,80,518,370,563,1,450,82,500,1,541,608,465
L. Williams - O. Okongwu - J. Johnson,ATL,1,1,0,1.0,1.4,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,408,257,1,1,569,598,418,598,530,417,530,497,502,497,80,518,370,563,1,450,82,500,1,541,608,465
T. Luwawu-Cabarrot - K. Knox II - O. Okongwu,ATL,1,1,0,1.0,1.4,1.0,4.0,0.25,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,408,257,1,1,567,522,474,561,289,308,368,497,502,497,239,296,292,457,1,450,361,1,178,541,537,93
W. Iwundu - C. Reddish - C. Brown Jr.,ATL,1,0,1,0.0,1.4,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.0,408,490,144,490,566,598,474,598,530,503,530,497,502,497,239,614,549,563,257,450,361,1,178,541,608,618
B. Bogdanovic - W. Iwundu - J. Johnson,ATL,1,1,0,1.0,1.3,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,-2.0,408,257,1,1,576,598,567,598,530,503,530,244,304,1,451,518,549,563,1,450,361,1,368,399,562,465
D. Gallinari - G. Dieng - S. Hill,ATL,1,0,1,0.0,1.3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,-2.0,408,490,144,490,581,598,615,598,530,610,530,244,304,1,451,614,618,563,257,450,361,1,1,265,562,465
L. Stephenson - B. Bogdanovic - O. Okongwu,ATL,2,1,1,0.5,1.3,1.0,2.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,0.0,1.5,1.5,0.5,0.5,0.0,0.0,0.0,1.0,2.5,4.5,4.5,311,257,144,240,581,522,567,169,478,503,99,244,304,1,451,500,534,537,163,450,361,1,178,218,509,74
L. Stephenson - B. Bogdanovic - W. Iwundu,ATL,1,1,0,1.0,1.3,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,-2.0,408,257,1,1,576,598,567,598,530,503,530,244,304,1,451,518,549,563,1,450,361,1,368,399,562,465
L. Williams - B. Bogdanovic - J. Collins,ATL,4,1,3,0.25,1.3,1.0,2.0,0.5,0.3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.8,0.3,2.3,-1.0,213,257,442,456,576,522,567,169,524,503,475,497,502,497,451,518,549,537,163,450,212,1,162,534,560,386
L. Williams - J. Collins - D. Hunter,ATL,6,3,3,0.5,1.3,0.8,2.2,0.385,0.5,1.5,0.333,0.7,0.7,1.0,0.0,1.0,1.0,0.7,0.2,0.2,0.3,0.0,0.5,0.7,2.8,-0.2,171,162,442,240,580,578,565,450,478,482,368,462,475,1,451,518,549,532,141,446,283,1,118,489,552,341
L. Williams - J. Collins - O. Okongwu,ATL,3,2,1,0.667,1.3,1.3,2.7,0.5,0.3,0.7,0.5,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.3,0.3,0.7,0.3,0.7,0.7,3.0,1.3,249,197,144,160,574,513,556,169,518,597,99,497,502,497,451,409,471,457,147,403,173,328,152,489,537,184
L. Williams - T. Young - D. Hunter,ATL,6,4,2,0.667,1.3,0.5,2.5,0.2,0.0,0.7,0.0,0.7,0.7,1.0,0.2,1.2,1.3,0.2,0.7,0.3,0.2,0.0,0.7,0.7,1.7,-0.8,171,142,358,160,575,586,559,582,530,597,530,462,475,1,448,517,543,561,204,403,349,1,152,489,597,380
S. Hill - S. Cooper - J. Johnson,ATL,1,1,0,1.0,1.3,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,408,257,1,1,581,598,567,598,530,503,530,497,502,497,451,518,549,563,257,450,361,500,1,541,608,285
S. Hill - S. Mays - J. Johnson,ATL,1,1,0,1.0,1.3,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,408,257,1,1,581,598,567,598,530,503,530,497,502,497,451,518,549,563,257,450,361,500,1,541,608,285
S. Hill - S. Mays - S. Cooper,ATL,1,1,0,1.0,1.3,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,408,257,1,1,581,598,567,598,530,503,530,497,502,497,451,518,549,563,257,450,361,500,1,541,608,285
S. Hill - T. Luwawu-Cabarrot - J. Johnson,ATL,1,1,0,1.0,1.3,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,408,257,1,1,581,598,567,598,530,503,530,497,502,497,451,518,549,563,257,450,361,500,1,541,608,285
S. Hill - T. Luwawu-Cabarrot - S. Cooper,ATL,1,1,0,1.0,1.3,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,408,257,1,1,581,598,567,598,530,503,530,497,502,497,451,518,549,563,257,450,361,500,1,541,608,285
S. Hill - T. Luwawu-Cabarrot - S. Mays,ATL,1,1,0,1.0,1.3,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,408,257,1,1,581,598,567,598,530,503,530,497,502,497,451,518,549,563,257,450,361,500,1,541,608,285
T. Luwawu-Cabarrot - K. Huerter - S. Mays,ATL,3,1,2,0.333,1.3,0.7,1.7,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.0,1.3,-2.0,249,257,358,405,579,580,610,413,530,503,530,497,502,497,451,610,614,553,147,403,361,1,110,541,603,465
B. Bogdanovic - D. Wright - J. Johnson,ATL,1,0,1,0.0,1.2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,408,490,144,490,589,598,567,598,530,503,530,497,502,497,451,409,471,563,257,119,361,1,1,541,608,285
C. Capela - J. Collins - K. Knox II,ATL,1,1,0,1.0,1.2,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,-2.0,408,257,1,1,592,422,567,1,530,610,530,497,502,497,451,614,618,304,1,450,361,1,178,399,519,465
D. Wright - J. Collins - J. Johnson,ATL,1,0,1,0.0,1.2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,408,490,144,490,589,598,567,598,530,503,530,497,502,497,451,409,471,563,257,119,361,1,1,541,608,285
K. Knox II - T. Young - O. Okongwu,ATL,3,3,0,1.0,1.2,0.7,2.3,0.286,0.0,1.3,0.0,0.7,0.7,1.0,0.3,1.0,1.3,0.3,0.3,0.0,0.0,0.3,0.7,0.3,2.0,-1.7,249,162,1,1,593,580,563,544,530,496,530,462,475,1,419,518,543,553,147,450,361,328,152,528,562,450
L. Stephenson - D. Wright - J. Johnson,ATL,1,0,1,0.0,1.2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,408,490,144,490,589,598,567,598,530,503,530,497,502,497,451,409,471,563,257,119,361,1,1,541,608,285
C. Reddish - O. Okongwu - J. Johnson,ATL,1,0,1,0.0,1.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,408,490,144,490,596,598,567,598,530,610,530,497,502,497,451,518,549,563,1,450,361,1,178,541,608,541
C. Reddish - O. Okongwu - S. Cooper,ATL,1,0,1,0.0,1.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,408,490,144,490,596,598,567,598,530,610,530,497,502,497,451,518,549,563,1,450,361,1,178,541,608,541
C. Reddish - S. Mays - S. Cooper,ATL,1,1,0,1.0,1.1,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,408,257,1,1,601,422,567,1,289,503,1,497,502,497,451,409,471,304,1,450,361,1,178,541,484,93
L. Stephenson - O. Okongwu - J. Johnson,ATL,1,0,1,0.0,1.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,408,490,144,490,596,598,567,598,530,610,530,497,502,497,451,518,549,563,1,450,361,1,178,541,608,541
L. Stephenson - O. Okongwu - S. Cooper,ATL,1,0,1,0.0,1.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,408,490,144,490,596,598,567,598,530,610,530,497,502,497,451,518,549,563,1,450,361,1,178,541,608,541
L. Williams - C. Capela - D. Hunter,ATL,4,1,3,0.25,1.1,1.3,2.0,0.625,0.5,1.3,0.4,0.5,0.5,1.0,0.0,1.3,1.3,1.3,0.3,0.0,0.5,0.0,0.3,0.3,3.5,1.3,213,257,442,456,595,520,567,58,478,499,228,479,487,1,451,514,546,445,144,450,212,1,108,534,534,186
O. Okongwu - S. Cooper - J. Johnson,ATL,1,0,1,0.0,1.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,408,490,144,490,596,598,567,598,530,610,530,497,502,497,451,518,549,563,1,450,361,1,178,541,608,541
T. Luwawu-Cabarrot - C. Reddish - J. Johnson,ATL,1,1,0,1.0,1.1,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,408,257,1,1,601,422,567,1,289,503,1,497,502,497,451,409,471,304,1,450,361,1,178,541,484,93
T. Luwawu-Cabarrot - C. Reddish - S. Mays,ATL,1,1,0,1.0,1.1,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,408,257,1,1,601,422,567,1,289,503,1,497,502,497,451,409,471,304,1,450,361,1,178,541,484,93
T. Luwawu-Cabarrot - T. Young - C. Reddish,ATL,7,3,4,0.429,1.1,0.7,2.1,0.333,0.1,1.0,0.143,0.1,0.3,0.5,0.0,0.1,0.1,0.1,0.3,0.0,0.1,0.0,0.4,0.6,1.7,-2.9,160,162,488,363,594,579,566,502,528,503,521,496,500,461,451,613,617,562,146,450,355,1,117,504,596,537
B. Bogdanovic - C. Brown Jr. - M. Hill,ATL,1,0,1,0.0,1.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,408,490,144,490,604,522,567,169,289,417,99,497,502,497,451,614,618,457,1,450,361,1,1,541,537,386
B. Bogdanovic - D. Hunter - J. Johnson,ATL,1,1,0,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,408,257,1,1,606,522,567,169,530,610,530,497,502,497,451,518,549,563,1,450,361,1,1,541,562,285
B. Bogdanovic - T. Young - J. Johnson,ATL,1,1,0,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,408,257,1,1,606,522,567,169,530,610,530,497,502,497,451,518,549,563,1,450,361,1,1,541,562,285
G. Dieng - C. Brown Jr. - M. Hill,ATL,1,0,1,0.0,1.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,408,490,144,490,604,522,567,169,289,417,99,497,502,497,451,614,618,457,1,450,361,1,1,541,537,386
G. Dieng - D. Hunter - J. Johnson,ATL,1,1,0,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,408,257,1,1,606,522,567,169,530,610,530,497,502,497,451,518,549,563,1,450,361,1,1,541,562,285
G. Dieng - D. Wright - D. Hunter,ATL,2,2,0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,2.5,1.0,311,197,1,1,612,522,567,169,478,601,1,497,502,497,451,601,606,537,1,450,361,1,118,541,554,199
G. Dieng - T. Young - J. Johnson,ATL,1,1,0,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,408,257,1,1,606,522,567,169,530,610,530,497,502,497,451,518,549,563,1,450,361,1,1,541,562,285
L. Stephenson - O. Okongwu - S. Mays,ATL,1,1,0,1.0,1.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,408,257,1,1,606,522,567,169,530,503,530,497,502,497,451,518,549,563,1,450,361,1,178,541,562,199
T. Luwawu-Cabarrot - T. Young - D. Hunter,ATL,4,2,2,0.5,1.0,0.5,1.8,0.286,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.0,0.0,0.0,0.8,0.0,0.3,1.5,-1.0,213,197,358,240,613,586,608,544,478,503,99,497,502,497,451,601,606,557,1,450,361,480,1,534,600,386
T. Young - D. Hunter - J. Johnson,ATL,1,1,0,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,408,257,1,1,606,522,567,169,530,610,530,497,502,497,451,518,549,563,1,450,361,1,1,541,562,285
K. Huerter - O. Okongwu - J. Johnson,ATL,1,0,1,0.0,0.9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,408,490,144,490,616,522,615,1,530,610,530,497,502,497,451,518,549,563,1,450,361,1,1,541,562,134
