group_name,team_abbreviation,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank
C. Capela - B. Bogdanovic - T. Luwawu-Cabarrot - T. Young - C. Reddish,ATL,1,1,0,1.0,0.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,123,61,1,1,323,277,279,277,190,172,190,194,198,194,148,272,288,235,1,137,109,1,1,231,295,240
D. Gallinari - B. Bogdanovic - J. Collins - K. Huerter - D. Hunter,ATL,1,0,1,0.0,0.3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-2.0,123,204,119,204,319,277,175,277,190,66,190,194,198,194,148,178,202,235,1,137,109,1,305,231,295,240
D. Gallinari - D. Wright - K. Huerter - T. Young - O. Okongwu,ATL,1,0,1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123,204,119,204,319,277,316,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,1,115,295,139
D. Gallinari - D. Wright - K. Knox II - T. Young - O. Okongwu,ATL,1,1,0,1.0,0.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,123,61,1,1,321,277,279,277,190,172,190,194,198,194,148,272,288,235,1,137,109,1,157,231,295,240
D. Wright - W. Iwundu - C. Reddish - O. Okongwu - S. Mays,ATL,1,1,0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,123,61,1,1,324,277,316,277,190,266,190,56,69,1,148,272,288,235,1,137,109,1,1,115,238,139
L. Williams - C. Capela - C. Oliver - T. Young - C. Brown Jr.,ATL,1,1,0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,123,61,1,1,325,277,316,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,157,231,295,276
L. Williams - C. Capela - D. Wright - K. Knox II - D. Hunter,ATL,1,1,0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,61,1,1,326,277,316,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,1,231,295,139
S. Hill - D. Wright - J. Collins - K. Huerter - T. Young,ATL,1,0,1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,123,204,119,204,322,277,316,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,157,231,295,240
C. Capela - B. Bogdanovic - J. Collins - C. Reddish - D. Hunter,ATL,1,0,1,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,123,204,119,204,328,277,279,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,1,115,295,276
D. Gallinari - B. Bogdanovic - T. Young - C. Reddish - D. Hunter,ATL,1,0,1,0.0,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,123,204,119,204,331,195,279,1,190,266,190,194,198,194,148,178,202,130,1,137,109,1,1,231,238,73
D. Gallinari - C. Capela - D. Wright - T. Young - D. Hunter,ATL,1,1,0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,61,1,1,328,277,316,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,1,231,295,139
D. Gallinari - D. Wright - T. Luwawu-Cabarrot - O. Okongwu - S. Mays,ATL,1,1,0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,123,61,1,1,330,277,316,277,190,266,190,56,69,1,148,272,288,235,1,137,109,1,1,115,238,73
G. Dieng - B. Bogdanovic - T. Young - C. Reddish - D. Hunter,ATL,4,2,2,0.5,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,39,35,275,142,327,277,315,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,1,231,295,192
L. Williams - J. Collins - T. Young - D. Hunter - O. Okongwu,ATL,1,0,1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,123,204,119,204,332,277,316,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,157,231,295,240
L. Williams - S. Hill - C. Capela - T. Young - C. Reddish,ATL,1,1,0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,123,61,1,1,332,277,316,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,1,231,295,240
T. Luwawu-Cabarrot - J. Collins - T. Young - D. Hunter - O. Okongwu,ATL,1,1,0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,61,1,1,334,277,316,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,1,231,295,139
B. Bogdanovic - D. Wright - K. Huerter - T. Young - D. Hunter,ATL,1,1,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,123,61,1,1,338,277,316,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,1,231,295,240
D. Gallinari - G. Dieng - B. Bogdanovic - D. Wright - C. Reddish,ATL,1,1,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123,61,1,1,335,277,316,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,1,115,295,139
D. Gallinari - G. Dieng - T. Luwawu-Cabarrot - K. Huerter - T. Young,ATL,1,0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,204,119,204,341,277,316,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,1,231,295,139
D. Gallinari - T. Luwawu-Cabarrot - K. Huerter - T. Young - D. Hunter,ATL,1,0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,204,119,204,342,277,316,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,1,231,295,139
D. Wright - J. Collins - K. Huerter - T. Young - D. Hunter,ATL,1,1,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,123,61,1,1,339,277,316,277,190,266,190,131,69,172,148,272,288,235,1,137,109,1,1,115,283,99
L. Williams - C. Capela - K. Huerter - C. Reddish - D. Hunter,ATL,1,0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,123,204,119,204,337,277,316,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,1,231,295,276
S. Hill - C. Capela - D. Wright - J. Collins - K. Huerter,ATL,1,0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,204,119,204,336,277,316,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,1,231,295,139
S. Hill - C. Capela - T. Luwawu-Cabarrot - J. Collins - K. Huerter,ATL,1,1,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,123,61,1,1,339,277,316,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,1,231,295,240
D. Wright - T. Luwawu-Cabarrot - J. Collins - K. Huerter - C. Reddish,ATL,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,123,204,119,204,344,277,316,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,157,231,295,240
L. Williams - D. Gallinari - T. Luwawu-Cabarrot - K. Huerter - C. Reddish,ATL,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,123,61,1,1,345,277,316,277,190,266,190,131,69,172,148,272,288,235,1,137,109,1,1,115,283,99
L. Williams - W. Iwundu - C. Oliver - T. Young - C. Brown Jr.,ATL,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,123,61,1,1,346,277,316,277,190,266,190,131,142,1,148,272,288,235,1,137,109,1,1,231,283,99
L. Williams - W. Iwundu - C. Oliver - T. Young - S. Mays,ATL,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,123,61,1,1,343,277,316,277,190,266,190,56,69,1,148,272,288,235,1,137,109,1,1,115,238,73
