group_name,team_abbreviation,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank
C. Capela - W. Iwundu - T. Young - S. Mays - M. Hill,ATL,1,0,1,0.0,1.3,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,123,204,119,204,253,118,175,42,190,266,190,194,198,194,148,178,202,235,1,137,109,1,1,231,181,73
D. Gallinari - T. Luwawu-Cabarrot - K. Huerter - T. Young - O. Okongwu,ATL,1,0,1,0.0,1.3,2.0,4.0,0.5,1.0,2.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,-1.0,123,204,119,204,254,118,139,106,61,103,54,194,142,194,56,272,202,235,1,137,109,1,1,115,152,192
D. Wright - J. Collins - T. Young - D. Hunter - O. Okongwu,ATL,1,1,0,1.0,1.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,-1.0,123,61,1,1,248,195,279,1,190,266,190,194,198,194,148,272,288,130,204,137,109,1,262,115,238,192
L. Stephenson - G. Dieng - B. Bogdanovic - W. Iwundu - J. Johnson,ATL,1,1,0,1.0,1.3,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,-2.0,123,61,1,1,252,277,231,277,190,172,190,56,69,1,148,178,202,235,1,137,109,1,262,115,238,240
L. Williams - D. Gallinari - G. Dieng - S. Hill - D. Wright,ATL,1,0,1,0.0,1.3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,-2.0,123,204,119,204,255,277,279,277,190,266,190,56,69,1,148,272,288,235,204,137,109,1,1,55,238,240
L. Williams - D. Gallinari - J. Collins - T. Young - C. Reddish,ATL,5,4,1,0.8,1.3,1.2,2.6,0.462,0.2,0.8,0.25,0.6,0.8,0.75,0.2,1.4,1.6,0.6,0.4,0.4,0.0,0.0,0.6,0.4,3.2,0.4,29,17,119,122,247,193,220,159,188,247,165,173,176,141,146,170,192,211,161,113,109,1,146,225,210,135
L. Williams - D. Gallinari - T. Young - D. Hunter - O. Okongwu,ATL,2,2,0,1.0,1.3,0.5,2.5,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,-0.5,76,35,1,1,250,262,221,262,190,172,190,194,198,194,148,102,138,212,164,137,109,1,157,115,283,183
L. Williams - D. Wright - J. Collins - K. Huerter - C. Reddish,ATL,1,1,0,1.0,1.3,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,-2.0,123,61,1,1,248,195,139,250,190,172,190,194,198,194,56,272,202,235,1,36,109,1,262,231,238,240
S. Hill - T. Luwawu-Cabarrot - S. Mays - S. Cooper - J. Johnson,ATL,1,1,0,1.0,1.3,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,123,61,1,1,255,277,231,277,190,172,190,194,198,194,148,178,202,235,204,137,109,293,1,231,295,139
D. Gallinari - C. Capela - B. Bogdanovic - D. Wright - T. Young,ATL,3,1,2,0.333,1.2,1.0,2.7,0.375,0.3,2.0,0.167,0.0,0.0,0.0,1.0,0.7,1.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,2.3,-0.7,54,61,275,181,258,195,216,197,179,103,186,194,198,194,56,255,189,228,154,137,109,1,1,231,236,186
D. Gallinari - D. Wright - J. Collins - T. Young - C. Reddish,ATL,2,1,1,0.5,1.2,1.0,1.5,0.667,0.0,0.0,0.0,2.5,2.5,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,2.0,4.5,1.5,76,61,119,142,261,195,272,42,190,266,190,50,64,1,148,261,279,212,164,137,109,1,130,55,178,94
D. Wright - T. Luwawu-Cabarrot - J. Collins - K. Huerter - O. Okongwu,ATL,1,0,1,0.0,1.2,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,123,204,119,204,262,195,231,106,190,266,190,194,198,194,148,102,138,235,204,137,109,293,1,115,238,73
L. Stephenson - B. Bogdanovic - D. Wright - J. Collins - J. Johnson,ATL,1,0,1,0.0,1.2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,123,204,119,204,259,277,231,277,190,172,190,194,198,194,148,102,138,235,204,36,109,1,1,231,295,139
L. Williams - C. Capela - D. Wright - J. Collins - K. Knox II,ATL,1,1,0,1.0,1.2,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,-2.0,123,61,1,1,262,118,231,1,190,266,190,194,198,194,148,272,288,66,1,137,109,1,157,115,181,240
L. Williams - D. Gallinari - J. Collins - K. Huerter - C. Reddish,ATL,4,0,4,0.0,1.2,0.5,2.0,0.25,0.0,0.5,0.0,0.3,0.3,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,0.8,0.8,1.3,-3.5,39,204,325,204,257,262,231,250,190,254,190,190,195,1,148,178,202,235,204,137,109,250,151,199,281,299
L. Williams - D. Gallinari - T. Luwawu-Cabarrot - J. Collins - T. Young,ATL,2,0,2,0.0,1.2,0.5,2.5,0.2,0.0,1.5,0.0,1.5,1.5,1.0,0.5,2.0,2.5,0.5,0.0,0.0,0.5,0.0,0.5,1.0,2.5,1.5,76,204,275,204,260,262,221,262,190,160,190,104,125,1,112,102,115,212,1,137,63,1,130,115,233,94
D. Gallinari - G. Dieng - B. Bogdanovic - D. Wright - K. Huerter,ATL,1,1,0,1.0,1.1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,123,61,1,1,267,118,231,1,190,266,190,194,198,194,148,272,288,66,1,137,109,1,157,231,181,139
G. Dieng - J. Collins - K. Huerter - T. Young - C. Reddish,ATL,1,0,1,0.0,1.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,123,204,119,204,270,277,279,277,190,172,190,194,198,194,148,102,138,235,300,137,21,1,157,231,295,192
G. Dieng - T. Luwawu-Cabarrot - K. Huerter - T. Young - C. Reddish,ATL,1,0,1,0.0,1.1,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,-4.0,123,204,119,204,265,195,231,106,190,266,190,194,198,194,148,272,288,235,204,137,109,1,157,231,238,305
L. Stephenson - C. Reddish - O. Okongwu - S. Cooper - J. Johnson,ATL,1,0,1,0.0,1.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,123,204,119,204,269,277,231,277,190,266,190,194,198,194,148,178,202,235,1,137,109,1,157,231,295,276
L. Williams - C. Capela - J. Collins - K. Huerter - C. Reddish,ATL,3,1,2,0.333,1.1,1.0,1.7,0.6,0.0,0.7,0.0,1.0,1.0,1.0,0.0,0.7,0.7,1.0,0.0,0.0,0.3,0.0,0.0,1.0,3.0,-0.3,54,61,275,181,266,195,271,64,190,251,190,131,142,1,148,255,273,130,1,137,80,1,1,115,211,180
L. Williams - D. Gallinari - B. Bogdanovic - D. Hunter - O. Okongwu,ATL,2,1,1,0.5,1.1,0.0,1.5,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,1.5,1.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,1.0,76,61,119,142,268,277,272,277,190,254,190,131,142,1,148,161,193,235,164,137,109,269,130,208,283,99
L. Williams - D. Wright - T. Young - D. Hunter - O. Okongwu,ATL,1,1,0,1.0,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.0,123,61,1,1,264,277,279,277,190,266,190,194,198,194,148,272,288,235,300,137,109,1,157,231,295,318
T. Luwawu-Cabarrot - C. Reddish - S. Mays - S. Cooper - J. Johnson,ATL,1,1,0,1.0,1.1,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,123,61,1,1,270,118,231,1,61,172,1,194,198,194,148,102,138,66,1,137,109,1,157,231,152,45
B. Bogdanovic - K. Huerter - T. Young - D. Hunter - O. Okongwu,ATL,3,1,2,0.333,1.0,1.0,2.0,0.5,0.0,0.3,0.0,1.3,1.3,1.0,0.0,0.3,0.3,1.0,0.3,0.0,0.0,0.0,0.3,0.7,3.3,-0.7,54,61,275,181,278,195,231,106,190,263,190,114,136,1,148,268,284,130,154,137,109,1,123,202,207,186
C. Capela - D. Wright - T. Luwawu-Cabarrot - J. Collins - K. Huerter,ATL,2,1,1,0.5,1.0,0.5,1.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,76,61,119,142,273,262,272,212,190,266,190,194,198,194,148,178,202,212,164,137,109,1,1,231,283,276
C. Capela - W. Iwundu - T. Young - C. Reddish - C. Brown Jr.,ATL,1,0,1,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.0,123,204,119,204,275,277,175,277,190,266,190,194,198,194,56,272,202,235,204,137,109,1,157,231,295,305
D. Gallinari - B. Bogdanovic - T. Young - D. Hunter - O. Okongwu,ATL,5,2,3,0.4,1.0,0.6,0.8,0.75,0.6,0.6,1.0,0.8,0.8,1.0,0.0,0.0,0.0,0.0,0.8,0.6,0.0,0.0,0.4,0.6,2.6,-1.0,29,35,313,175,276,261,313,32,161,253,1,163,176,1,148,272,288,235,201,93,109,1,128,206,232,192
D. Gallinari - D. Wright - J. Collins - K. Huerter - D. Hunter,ATL,2,0,2,0.0,1.0,1.0,2.5,0.4,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,2.0,-1.0,76,204,275,204,273,195,221,184,190,160,190,194,198,194,112,261,202,130,1,137,63,1,1,208,238,192
G. Dieng - B. Bogdanovic - T. Young - C. Brown Jr. - M. Hill,ATL,1,0,1,0.0,1.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,123,204,119,204,272,195,231,106,61,103,54,194,198,194,148,272,288,130,1,137,109,1,1,231,211,192
G. Dieng - B. Bogdanovic - T. Young - D. Hunter - J. Johnson,ATL,1,1,0,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,123,61,1,1,277,195,231,106,190,266,190,194,198,194,148,178,202,235,1,137,109,1,1,231,238,139
C. Capela - B. Bogdanovic - D. Wright - T. Young - D. Hunter,ATL,1,1,0,1.0,0.9,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,123,61,1,1,281,195,231,106,190,172,190,194,198,194,148,178,202,235,204,36,109,1,1,231,238,73
C. Capela - K. Huerter - T. Young - C. Reddish - D. Hunter,ATL,1,0,1,0.0,0.9,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,123,204,119,204,284,277,231,277,190,103,190,194,198,194,148,178,202,235,1,137,109,1,157,231,295,139
D. Wright - J. Collins - K. Huerter - C. Reddish - D. Hunter,ATL,1,0,1,0.0,0.9,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,-2.0,123,204,119,204,281,195,231,106,190,172,190,131,142,1,148,272,288,130,1,137,109,1,1,115,211,240
L. Williams - B. Bogdanovic - D. Wright - J. Collins - D. Hunter,ATL,1,0,1,0.0,0.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.0,123,204,119,204,284,277,279,277,190,172,190,194,198,194,148,272,288,235,1,137,109,1,157,231,295,305
L. Williams - D. Gallinari - K. Huerter - O. Okongwu - S. Mays,ATL,1,0,1,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,123,204,119,204,280,277,279,277,190,266,190,194,198,194,148,178,202,235,1,137,109,1,157,231,295,139
T. Luwawu-Cabarrot - J. Collins - K. Huerter - T. Young - C. Reddish,ATL,4,1,3,0.25,0.9,0.5,1.8,0.286,0.3,1.0,0.25,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,1.3,-1.5,39,61,313,198,279,262,268,246,185,172,165,194,198,194,148,271,286,235,149,137,91,1,118,231,281,230
T. Luwawu-Cabarrot - K. Huerter - O. Okongwu - S. Mays - J. Johnson,ATL,1,0,1,0.0,0.9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,123,204,119,204,281,195,279,1,190,266,190,194,198,194,148,178,202,235,1,137,109,1,1,231,238,73
C. Capela - B. Bogdanovic - D. Wright - J. Collins - T. Young,ATL,1,1,0,1.0,0.8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,123,61,1,1,290,195,279,1,190,266,190,194,198,194,148,272,288,130,204,36,109,1,1,231,238,139
D. Gallinari - C. Capela - B. Bogdanovic - D. Wright - C. Reddish,ATL,3,2,1,0.667,0.8,0.3,1.3,0.25,0.3,1.0,0.333,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,54,35,119,132,289,273,278,250,179,172,131,194,198,194,134,268,273,235,154,137,109,1,1,231,283,240
D. Gallinari - G. Dieng - K. Huerter - T. Young - D. Hunter,ATL,1,0,1,0.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,123,204,119,204,286,195,279,1,61,172,1,194,198,194,148,178,202,235,204,137,109,1,1,231,211,45
D. Wright - K. Knox II - T. Young - D. Hunter - O. Okongwu,ATL,1,1,0,1.0,0.8,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,123,61,1,1,291,195,231,106,190,172,190,194,198,194,56,272,202,235,204,137,109,1,157,231,238,139
L. Stephenson - G. Dieng - D. Wright - W. Iwundu - S. Mays,ATL,1,1,0,1.0,0.8,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,123,61,1,1,287,195,231,106,190,172,190,131,142,1,148,178,202,130,1,137,109,1,1,115,211,99
L. Williams - D. Gallinari - D. Wright - D. Hunter - O. Okongwu,ATL,1,1,0,1.0,0.8,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,-1.0,123,61,1,1,287,277,231,277,190,266,190,131,142,1,56,272,202,235,204,137,109,293,262,115,283,192
D. Gallinari - B. Bogdanovic - K. Huerter - T. Young - O. Okongwu,ATL,4,0,4,0.0,0.7,0.8,1.8,0.429,0.0,0.5,0.0,0.3,0.3,1.0,0.3,0.0,0.3,0.5,0.5,0.3,0.0,0.0,0.3,0.3,1.8,-1.3,39,204,325,204,294,260,268,174,190,254,190,190,195,1,142,272,286,212,164,125,109,1,118,229,278,226
G. Dieng - B. Bogdanovic - D. Wright - W. Iwundu - C. Reddish,ATL,1,1,0,1.0,0.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123,61,1,1,292,277,279,277,190,172,190,194,198,194,148,178,202,235,1,137,109,1,1,115,295,139
K. Huerter - K. Knox II - T. Young - D. Hunter - O. Okongwu,ATL,1,1,0,1.0,0.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,123,61,1,1,293,277,279,277,190,172,190,194,198,194,148,272,288,235,1,137,109,293,1,231,295,240
L. Williams - D. Gallinari - B. Bogdanovic - J. Collins - T. Young,ATL,1,1,0,1.0,0.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,123,61,1,1,296,195,279,1,190,266,190,194,198,194,148,272,288,235,1,137,109,1,1,231,238,139
T. Luwawu-Cabarrot - K. Huerter - S. Mays - S. Cooper - J. Johnson,ATL,1,1,0,1.0,0.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,123,61,1,1,295,195,279,1,190,266,190,194,198,194,148,272,288,130,204,36,109,1,157,231,238,99
D. Gallinari - B. Bogdanovic - D. Wright - J. Collins - C. Reddish,ATL,1,0,1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,123,204,119,204,299,277,316,277,190,266,190,194,198,194,148,272,288,235,204,137,109,1,157,231,295,276
D. Gallinari - G. Dieng - D. Wright - T. Young - D. Hunter,ATL,1,1,0,1.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,123,61,1,1,300,277,279,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,157,231,295,192
D. Wright - T. Luwawu-Cabarrot - K. Huerter - T. Young - O. Okongwu,ATL,1,0,1,0.0,0.6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,123,204,119,204,297,195,279,1,190,266,190,194,198,194,148,272,288,235,1,137,109,1,157,231,238,73
G. Dieng - D. Wright - T. Luwawu-Cabarrot - J. Collins - K. Huerter,ATL,1,1,0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,123,61,1,1,303,277,316,277,190,266,190,194,198,194,148,178,202,235,204,137,109,1,157,231,295,240
L. Stephenson - J. Collins - C. Reddish - O. Okongwu - S. Mays,ATL,1,1,0,1.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,123,61,1,1,300,277,279,277,190,172,190,194,198,194,148,272,288,235,1,137,109,1,157,231,295,192
L. Williams - L. Stephenson - W. Iwundu - C. Oliver - S. Mays,ATL,1,1,0,1.0,0.6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,123,61,1,1,300,195,279,1,190,266,190,194,198,194,148,272,288,235,1,137,109,1,1,231,238,139
L. Williams - S. Hill - C. Capela - J. Collins - T. Young,ATL,1,0,1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,123,204,119,204,297,277,316,277,190,266,190,56,69,1,148,178,202,235,1,137,109,1,1,115,238,73
C. Capela - T. Luwawu-Cabarrot - K. Huerter - T. Young - C. Reddish,ATL,3,1,2,0.333,0.5,0.3,0.7,0.5,0.0,0.3,0.0,0.3,0.7,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,1.3,1.0,-0.7,54,61,275,181,307,273,314,106,190,263,190,186,181,172,148,272,288,228,1,137,109,1,123,103,283,186
C. Capela - W. Iwundu - S. Mays - C. Brown Jr. - M. Hill,ATL,1,0,1,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,123,204,119,204,305,195,279,1,61,172,1,194,198,194,148,272,288,130,1,137,109,1,1,231,211,45
L. Williams - D. Gallinari - C. Capela - B. Bogdanovic - C. Reddish,ATL,1,0,1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,123,204,119,204,304,277,316,277,190,266,190,194,198,194,148,178,202,235,204,137,109,1,1,231,295,276
W. Iwundu - C. Oliver - T. Young - C. Brown Jr. - M. Hill,ATL,1,0,1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,123,204,119,204,305,277,316,277,190,266,190,194,198,194,148,178,202,235,204,137,21,1,157,231,295,192
C. Capela - B. Bogdanovic - T. Young - D. Hunter - S. Cooper,ATL,1,0,1,0.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,123,204,119,204,308,277,279,277,190,172,190,194,198,194,148,272,288,235,1,137,109,293,1,231,295,139
C. Capela - T. Luwawu-Cabarrot - K. Knox II - T. Young - D. Hunter,ATL,1,1,0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,61,1,1,312,277,316,277,190,266,190,194,198,194,148,178,202,235,1,137,109,1,1,231,295,139
C. Capela - W. Iwundu - C. Reddish - C. Brown Jr. - M. Hill,ATL,1,0,1,0.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,123,204,119,204,311,277,279,277,190,172,190,194,198,194,148,272,288,235,1,137,109,1,1,231,295,240
D. Gallinari - C. Capela - B. Bogdanovic - T. Luwawu-Cabarrot - T. Young,ATL,1,1,0,1.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,61,1,1,317,277,279,277,190,266,190,194,198,194,148,178,202,235,1,137,109,1,1,231,295,139
L. Stephenson - B. Bogdanovic - J. Collins - O. Okongwu - S. Mays,ATL,1,1,0,1.0,0.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,123,61,1,1,309,195,279,1,190,266,190,194,198,194,148,178,202,235,1,137,109,1,1,231,238,73
L. Stephenson - C. Capela - J. Collins - C. Reddish - S. Mays,ATL,1,0,1,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,204,119,204,318,277,279,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,1,231,295,139
L. Stephenson - G. Dieng - W. Iwundu - C. Reddish - J. Johnson,ATL,1,1,0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,61,1,1,315,277,316,277,190,266,190,194,198,194,148,272,288,235,204,137,109,1,1,231,295,139
L. Williams - D. Gallinari - K. Huerter - C. Reddish - D. Hunter,ATL,1,0,1,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,123,204,119,204,313,277,279,277,190,266,190,194,198,194,148,272,288,235,1,137,109,1,157,231,295,139
L. Williams - D. Gallinari - S. Hill - J. Collins - T. Young,ATL,1,0,1,0.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,123,204,119,204,309,277,279,277,190,172,190,56,69,1,148,178,202,235,1,137,109,1,1,115,238,73
L. Williams - D. Wright - J. Collins - K. Knox II - O. Okongwu,ATL,1,1,0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,123,61,1,1,313,277,316,277,190,266,190,194,198,194,148,178,202,235,204,36,21,1,1,115,295,139
L. Williams - J. Collins - T. Young - C. Reddish - D. Hunter,ATL,1,1,0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,123,61,1,1,316,277,316,277,190,266,190,17,24,1,148,272,288,235,1,137,109,1,1,55,181,32
